43,165,7,49,39,9,0,0,0,0,0,0,0,0,0,0,0,0
35,50,2,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0
51,131,6,29,27,7,0,0,0,0,0,0,0,0,0,0,0,0
54,227,9,58,53,13,0,0,0,0,0,0,0,0,0,0,0,0
64,205,14,53,50,18,0,0,0,0,0,0,0,0,0,0,0,0
38,58,7,12,16,3,0,0,0,0,0,0,0,0,0,0,0,0
66,409,19,89,91,19,0,0,0,0,0,0,0,0,0,0,0,0
41,172,9,40,38,9,0,0,0,0,0,0,0,0,0,0,0,0
71,291,15,58,71,12,0,0,0,0,0,0,0,0,0,0,0,0
62,270,11,56,50,13,0,0,0,0,0,0,0,0,0,0,0,0
83,354,14,87,82,18,0,0,0,0,0,0,0,0,0,0,0,0
58,212,12,47,48,11,0,0,0,0,0,0,0,0,0,0,0,0
66,287,14,72,68,15,0,0,0,0,0,0,0,0,0,0,0,0
59,215,9,45,50,10,0,0,0,0,0,0,0,0,0,0,0,0
46,229,10,57,53,11,0,0,0,0,0,0,0,0,0,0,0,0
39,110,5,20,22,7,0,0,0,0,0,0,0,0,0,0,0,0
95,262,13,58,57,14,0,0,0,0,0,0,0,0,0,0,0,0
63,202,11,46,43,10,0,0,0,0,0,0,0,0,0,0,0,0
42,111,8,29,22,4,0,0,0,0,0,0,0,0,0,0,0,0
27,83,4,20,21,3,0,0,0,0,0,0,0,0,0,0,0,0
97,226,19,46,48,16,0,0,0,0,0,0,0,0,0,0,0,0
22,105,10,14,13,11,0,0,0,0,0,0,0,0,0,0,0,0
69,290,14,59,65,15,0,0,0,0,0,0,0,0,0,0,0,0
17,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
17,11,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
58,321,13,59,56,13,0,0,0,0,0,0,0,0,0,0,0,0
14,37,1,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0
42,89,11,19,24,9,0,0,0,0,0,0,0,0,0,0,0,0
25,107,7,26,22,6,0,0,0,0,0,0,0,0,0,0,0,0
73,221,9,45,41,8,0,0,0,0,0,0,0,0,0,0,0,0
58,180,10,25,28,9,0,0,0,0,0,0,0,0,0,0,0,0
60,223,15,44,45,16,0,0,0,0,0,0,0,0,0,0,0,0
58,236,11,55,46,13,0,0,0,0,0,0,0,0,0,0,0,0
78,350,17,77,80,17,0,0,0,0,0,0,0,0,0,0,0,0
60,173,8,37,35,8,0,0,0,0,0,0,0,0,0,0,0,0
64,193,6,46,47,10,0,0,0,0,0,0,0,0,0,0,0,0
53,186,8,37,39,7,0,0,0,0,0,0,0,0,0,0,0,0
85,413,18,78,77,16,0,0,0,0,0,0,0,0,0,0,0,0
89,409,17,73,72,17,0,0,0,0,0,0,0,0,0,0,0,0
67,195,9,49,46,9,0,0,0,0,0,0,0,0,0,0,0,0
61,153,7,36,32,8,0,0,0,0,0,0,0,0,0,0,0,0
82,379,23,87,76,27,0,0,0,0,0,0,0,0,0,0,0,0
15,65,4,21,15,4,0,0,0,0,0,0,0,0,0,0,0,0
35,94,6,20,21,2,0,0,0,0,0,0,0,0,0,0,0,0
46,201,11,47,44,9,0,0,0,0,0,0,0,0,0,0,0,0
40,179,11,39,36,6,0,0,0,0,0,0,0,0,0,0,0,0
30,96,9,22,25,11,0,0,0,0,0,0,0,0,0,0,0,0
62,236,11,52,46,12,0,0,0,0,0,0,0,0,0,0,0,0
86,410,31,87,82,31,0,0,0,0,0,0,0,0,0,0,0,0
46,192,6,42,45,8,0,0,0,0,0,0,0,0,0,0,0,0
33,211,6,49,48,6,0,0,0,0,0,0,0,0,0,0,0,0
51,191,14,48,40,11,0,0,0,0,0,0,0,0,0,0,0,0
35,127,8,27,27,9,0,0,0,0,0,0,0,0,0,0,0,0
47,252,15,52,50,12,0,0,0,0,0,0,0,0,0,0,0,0
50,211,11,52,46,12,0,0,0,0,0,0,0,0,0,0,0,0
31,103,7,17,20,6,0,0,0,0,0,0,0,0,0,0,0,0
42,142,8,24,26,8,0,0,0,0,0,0,0,0,0,0,0,0
56,286,11,73,67,11,0,0,0,0,0,0,0,0,0,0,0,0
44,186,12,43,36,9,0,0,0,0,0,0,0,0,0,0,0,0
29,248,20,55,49,19,0,0,0,0,0,0,0,0,0,0,0,0
53,344,18,73,76,14,0,0,0,0,0,0,0,0,0,0,0,0
54,197,8,39,37,11,0,0,0,0,0,0,0,0,0,0,0,0
